LocalTime,TradingDay,InstrumentID,ExchangeID,LastPrice,Volume,Turnover,UpperLimitPrice,LowerLimitPrice,UpdateTime,UpdateMillisec,ActionDay
1640091629165956868,20211221,MA209,CZCE,2545.0,99,251361.0,2736.0,2378.0,21:00:29,0,20211221
1640091629194360910,20211221,TA201,CZCE,4634.0,7130,33011900.0,4878.0,4238.0,21:00:29,0,20211221
1640091629194503811,20211221,TA202,CZCE,4634.0,6352,29295424.0,4828.0,4280.0,21:00:29,0,20211221
1640091629194647344,20211221,TA203,CZCE,4646.0,5361,24842874.0,4836.0,4288.0,21:00:29,0,20211221
1640091629194773011,20211221,TA204,CZCE,4668.0,32,149376.0,4870.0,4318.0,21:00:29,0,20211221
1640091629203170262,20211221,TA205,CZCE,4692.0,26926,126067532.0,4884.0,4328.0,21:00:29,0,20211221
1640091629203405783,20211221,TA206,CZCE,4676.0,0,0.0,4906.0,4350.0,21:00:28,0,20211221
1640091629203542555,20211221,TA207,CZCE,4718.0,2,9436.0,4902.0,4346.0,21:00:29,0,20211221
1640091629203706286,20211221,TA208,CZCE,4708.0,0,0.0,4952.0,4388.0,21:00:29,0,20211221
1640091629203826277,20211221,TA209,CZCE,4740.0,316,1495944.0,4944.0,4384.0,21:00:29,0,20211221
1640091629204069721,20211221,TA210,CZCE,4774.0,0,0.0,5024.0,4452.0,21:00:29,0,20211221
1640091629204205659,20211221,TA211,CZCE,4792.0,0,0.0,5070.0,4494.0,21:00:29,0,20211221
1640091629204319847,20211221,TA212,CZCE,4794.0,0,0.0,5082.0,4506.0,21:00:28,0,20211221
1640091629364962618,20211222,y2212,DCE,8066.0,0,0.0,8564.0,7444.0,21:00:28,860,20211222
1640091629366840956,20211222,y2211,DCE,8088.0,69,5552020.0,8586.0,7466.0,21:00:28,663,20211222
1640091629368179410,20211222,y2205,DCE,8398.0,6576,552132720.0,8890.0,7730.0,21:00:29,159,20211222
1640091629386231527,20211222,v2206,DCE,8396.0,18,756015.0,8994.0,7818.0,21:00:28,934,20211222
1640091629387257801,20211222,v2211,DCE,8181.0,0,0.0,8753.0,7609.0,21:00:28,787,20211222
1640091629391288189,20211222,v2208,DCE,8182.0,800,32728000.0,8748.0,7604.0,21:00:28,812,20211222
1640091629391373284,20211222,v2207,DCE,8443.0,0,0.0,8950.0,7780.0,21:00:28,792,20211222
1640091629391567219,20211222,v2201,DCE,8514.0,318,13528400.0,9111.0,7919.0,21:00:29,136,20211222
1640091629391745760,20211222,v2202,DCE,8475.0,5317,225448935.0,9084.0,7896.0,21:00:29,17,20211222
1640091629391870123,20211222,v2203,DCE,8476.0,5269,223458445.0,9078.0,7892.0,21:00:29,17,20211222
1640091629392067166,20211222,v2205,DCE,8435.0,12361,521317115.0,9040.0,7858.0,21:00:29,154,20211222
1640091629430756594,20211222,lu2202,INE,3423.0,47,1609890.0,3679.0,3134.0,21:00:29,0,20211221
1640091629430993914,20211222,lu2203,INE,3387.0,581,19679910.0,3626.0,3089.0,21:00:29,0,20211221
1640091629431135768,20211222,lu2204,INE,3354.0,50,1676960.0,3594.0,3061.0,21:00:29,0,20211221
1640091629431266167,20211222,lu2205,INE,3344.0,1,33440.0,3574.0,3045.0,21:00:29,0,20211221
1640091629431298931,20211222,lu2206,INE,3280.0,0,0.0,3542.0,3017.0,21:00:29,0,20211221
1640091629432259099,20211222,sc2202,INE,455.9,867,395316200.0,482.6,411.1,21:00:29,0,20211221
1640091629433161677,20211222,sc2203,INE,454.0,90,40873100.0,482.0,410.5,21:00:29,0,20211221
1640091629434172163,20211222,sc2204,INE,452.4,7,3167100.0,479.5,408.4,21:00:29,0,20211221
1640091629434254700,20211222,sc2205,INE,450.8,0,0.0,481.4,410.1,21:00:29,0,20211221
1640091629434335818,20211222,sc2206,INE,451.7,1,451700.0,479.8,408.7,21:00:29,0,20211221
1640091629434510887,20211222,sc2207,INE,449.1,0,0.0,485.0,413.1,21:00:29,0,20211221
1640091629434560370,20211222,sc2208,INE,450.6,0,0.0,486.6,414.5,21:00:29,0,20211221
1640091629434615201,20211222,sc2306,INE,436.4,0,0.0,471.3,401.4,21:00:29,0,20211221
1640091629434721225,20211222,sc2403,INE,428.9,0,0.0,463.2,394.5,21:00:29,0,20211221
1640091629434947234,20211222,sc2406,INE,428.8,0,0.0,463.1,394.4,21:00:29,0,20211221
1640091629434985106,20211222,ag2202,SHFE,4804.0,576,41537415.0,5192.0,4248.0,21:00:29,0,20211221
1640091629435274866,20211222,ag2203,SHFE,4816.0,457,33037335.0,5205.0,4258.0,21:00:29,0,20211221
1640091629435535483,20211222,ag2204,SHFE,4831.0,107,7756500.0,5222.0,4273.0,21:00:29,0,20211221
1640091629435599711,20211222,ag2205,SHFE,4842.0,670,48691245.0,5234.0,4283.0,21:00:29,0,20211221
1640091629435739183,20211222,ag2206,SHFE,4858.0,15987,1165825005.0,5250.0,4295.0,21:00:29,0,20211221
1640091629435987563,20211222,ag2209,SHFE,4876.0,6,437925.0,5270.0,4311.0,21:00:29,0,20211221
1640091629442380485,20211222,au2202,SHFE,371.42,1352,502146620.0,392.84,348.38,21:00:29,0,20211221
1640091629442384090,20211222,au2204,SHFE,372.40000000000003,121,45060540.0,394.02,349.4,21:00:29,0,20211221
1640091629442387115,20211222,au2206,SHFE,373.29999999999995,320,119453820.0,394.86,350.16,21:00:29,0,20211221
1640091629442390335,20211222,au2210,SHFE,373.94,0,0.0,396.2,351.34,21:00:29,0,20211221
1640091629648260920,20211221,MA201,CZCE,2649.0,2299,6071659.0,2902.0,2422.0,21:00:29,0,20211221
1640091629648459413,20211221,MA202,CZCE,2597.0,2910,7536900.0,2857.0,2385.0,21:00:29,0,20211221
1640091629648719120,20211221,MA203,CZCE,2589.0,2161,5577541.0,2846.0,2376.0,21:00:29,0,20211221
1640091629648797295,20211221,MA205,CZCE,2566.0,25834,66057538.0,2823.0,2355.0,21:00:29,0,20211221
1640091629649033874,20211221,MA208,CZCE,2580.0,0,0.0,2751.0,2391.0,21:00:29,0,20211221
1640091629649145187,20211221,MA209,CZCE,2545.0,99,251361.0,2736.0,2378.0,21:00:29,0,20211221
1640091629683379121,20211221,TA201,CZCE,4634.0,7139,33053570.0,4878.0,4238.0,21:00:29,0,20211221
1640091629683536904,20211221,TA202,CZCE,4634.0,6352,29295424.0,4828.0,4280.0,21:00:29,0,20211221
1640091629683648832,20211221,TA203,CZCE,4646.0,5361,24842874.0,4836.0,4288.0,21:00:29,0,20211221
1640091629683755637,20211221,TA204,CZCE,4668.0,32,149376.0,4870.0,4318.0,21:00:29,0,20211221
1640091629692303643,20211221,TA205,CZCE,4692.0,27145,127092890.0,4884.0,4328.0,21:00:29,0,20211221
1640091629692518406,20211221,TA206,CZCE,4676.0,0,0.0,4906.0,4350.0,21:00:29,0,20211221
1640091629692683066,20211221,TA207,CZCE,4718.0,2,9436.0,4902.0,4346.0,21:00:29,0,20211221
1640091629692854142,20211221,TA208,CZCE,4708.0,0,0.0,4952.0,4388.0,21:00:29,0,20211221
1640091629692984676,20211221,TA209,CZCE,4740.0,319,1510146.0,4944.0,4384.0,21:00:29,0,20211221
1640091629693187447,20211221,TA210,CZCE,4774.0,0,0.0,5024.0,4452.0,21:00:29,0,20211221
1640091629693302721,20211221,TA211,CZCE,4792.0,0,0.0,5070.0,4494.0,21:00:29,0,20211221
1640091629693378138,20211221,TA212,CZCE,4794.0,0,0.0,5082.0,4506.0,21:00:29,0,20211221
1640091629866031853,20211222,y2212,DCE,8066.0,0,0.0,8564.0,7444.0,21:00:29,432,20211222
1640091629867521829,20211222,y2209,DCE,8164.0,18,1468000.0,8672.0,7540.0,21:00:29,442,20211222
1640091629867670158,20211222,y2205,DCE,8400.0,6619,555743820.0,8890.0,7730.0,21:00:29,643,20211222
1640091629869285754,20211222,y2203,DCE,8604.0,12,1032580.0,9084.0,7896.0,21:00:29,643,20211222
1640091629869288250,20211222,y2201,DCE,8890.0,674,59893520.0,9410.0,8182.0,21:00:29,643,20211222
1640091629879404131,20211222,v2206,DCE,8395.0,20,839965.0,8994.0,7818.0,21:00:29,489,20211222
1640091629881009852,20211222,v2212,DCE,8231.0,0,0.0,8806.0,7654.0,21:00:29,654,20211222
1640091629881163650,20211222,v2211,DCE,8181.0,0,0.0,8753.0,7609.0,21:00:29,654,20211222
1640091629881225419,20211222,v2208,DCE,8182.0,800,32728000.0,8748.0,7604.0,21:00:29,314,20211222
1640091629882932990,20211222,v2207,DCE,8443.0,0,0.0,8950.0,7780.0,21:00:29,654,20211222
1640091629883142857,20211222,v2210,DCE,8348.0,0,0.0,8932.0,7764.0,21:00:29,654,20211222
1640091629883554715,20211222,v2204,DCE,8472.0,98,4155510.0,9078.0,7892.0,21:00:29,442,20211222
1640091629883721403,20211222,v2202,DCE,8476.0,5323,225703215.0,9084.0,7896.0,21:00:29,442,20211222
1640091629886569520,20211222,v2203,DCE,8476.0,5269,223458445.0,9078.0,7892.0,21:00:29,442,20211222
1640091629886845924,20211222,v2205,DCE,8433.0,12416,523636295.0,9040.0,7858.0,21:00:29,657,20211222
1640091629935666454,20211222,lu2202,INE,3423.0,48,1644120.0,3679.0,3134.0,21:00:29,500,20211221
1640091629935863185,20211222,lu2203,INE,3388.0,582,19713790.0,3626.0,3089.0,21:00:29,500,20211221
1640091629936025502,20211222,lu2204,INE,3354.0,50,1676960.0,3594.0,3061.0,21:00:29,500,20211221
1640091629936047513,20211222,lu2205,INE,3344.0,1,33440.0,3574.0,3045.0,21:00:29,500,20211221
1640091629936147145,20211222,lu2206,INE,3280.0,0,0.0,3542.0,3017.0,21:00:29,500,20211221
1640091629936211431,20211222,lu2207,INE,3423.0,0,0.0,3696.0,3149.0,21:00:29,500,20211221
1640091629937277322,20211222,sc2202,INE,455.9,917,418113700.0,482.6,411.1,21:00:29,500,20211221
1640091629938188647,20211222,sc2203,INE,454.1,91,41327200.0,482.0,410.5,21:00:29,500,20211221
1640091629938961834,20211222,sc2204,INE,452.4,8,3619500.0,479.5,408.4,21:00:29,500,20211221
1640091629939095002,20211222,sc2205,INE,450.8,0,0.0,481.4,410.1,21:00:29,500,20211221
1640091629939198717,20211222,sc2206,INE,451.7,1,451700.0,479.8,408.7,21:00:29,500,20211221
1640091629939284878,20211222,sc2207,INE,449.1,0,0.0,485.0,413.1,21:00:29,500,20211221
1640091629939546397,20211222,sc2208,INE,450.6,0,0.0,486.6,414.5,21:00:29,500,20211221
1640091629939631753,20211222,sc2210,INE,450.1,0,0.0,481.3,410.0,21:00:29,500,20211221
1640091629939709493,20211222,sc2309,INE,446.9,0,0.0,482.6,411.1,21:00:29,500,20211221
1640091629939925947,20211222,ag2201,SHFE,4795.0,158,11370135.0,5185.0,4242.0,21:00:29,500,20211221
1640091629940122478,20211222,ag2202,SHFE,4804.0,577,41609475.0,5192.0,4248.0,21:00:29,500,20211221
1640091629940237383,20211222,ag2203,SHFE,4817.0,460,33254100.0,5205.0,4258.0,21:00:29,500,20211221
1640091629940383192,20211222,ag2204,SHFE,4831.0,108,7828965.0,5222.0,4273.0,21:00:29,500,20211221
1640091629940489276,20211222,ag2205,SHFE,4842.0,670,48691245.0,5234.0,4283.0,21:00:29,500,20211221
1640091629940720658,20211222,ag2206,SHFE,4859.0,16084,1172893350.0,5250.0,4295.0,21:00:29,500,20211221
1640091629940874457,20211222,ag2207,SHFE,4859.0,1,72885.0,5269.0,4311.0,21:00:29,500,20211221
1640091629941030820,20211222,ag2209,SHFE,4876.0,6,437925.0,5270.0,4311.0,21:00:29,500,20211221
1640091629941161308,20211222,ag2210,SHFE,4901.0,2,146670.0,5300.0,4337.0,21:00:29,500,20211221
1640091629945518966,20211222,au2202,SHFE,371.44,1367,507717960.0,392.84,348.38,21:00:29,500,20211221
1640091629945531781,20211222,au2203,SHFE,370.56,0,0.0,393.12,348.62,21:00:29,500,20211221
1640091629945894448,20211222,au2204,SHFE,372.40000000000003,121,45060540.0,394.02,349.4,21:00:29,500,20211221
1640091629945899476,20211222,au2206,SHFE,373.29999999999995,324,120946960.0,394.86,350.16,21:00:29,500,20211221
1640091629945901729,20211222,au2208,SHFE,373.52,35,13073200.0,395.8,350.98,21:00:29,500,20211221
1640091629946656637,20211222,au2210,SHFE,373.94,0,0.0,396.2,351.34,21:00:29,500,20211221
1640091630148903627,20211221,MA201,CZCE,2648.0,2302,6079582.0,2902.0,2422.0,21:00:30,0,20211221
1640091630149110501,20211221,MA202,CZCE,2600.0,2916,7552440.0,2857.0,2385.0,21:00:29,0,20211221
1640091630149374408,20211221,MA203,CZCE,2590.0,2168,5595608.0,2846.0,2376.0,21:00:30,0,20211221
1640091630149488667,20211221,MA205,CZCE,2566.0,26066,66650762.0,2823.0,2355.0,21:00:30,0,20211221
1640091630149659353,20211221,MA208,CZCE,2580.0,0,0.0,2751.0,2391.0,21:00:29,0,20211221
1640091630149720908,20211221,MA209,CZCE,2545.0,99,251361.0,2736.0,2378.0,21:00:30,0,20211221
1640091630184562575,20211221,TA201,CZCE,4634.0,7140,33058200.0,4878.0,4238.0,21:00:30,0,20211221
1640091630184631238,20211221,TA202,CZCE,4634.0,6352,29295424.0,4828.0,4280.0,21:00:30,0,20211221
1640091630184753741,20211221,TA203,CZCE,4646.0,5392,24986528.0,4836.0,4288.0,21:00:30,0,20211221
1640091630184893106,20211221,TA204,CZCE,4668.0,32,149376.0,4870.0,4318.0,21:00:30,0,20211221
1640091630185136968,20211221,TA205,CZCE,4692.0,27291,127776462.0,4884.0,4328.0,21:00:30,0,20211221
1640091630185322426,20211221,TA208,CZCE,4708.0,0,0.0,4952.0,4388.0,21:00:29,0,20211221
1640091630196011563,20211221,TA209,CZCE,4740.0,322,1524348.0,4944.0,4384.0,21:00:30,0,20211221
1640091630196126743,20211221,TA210,CZCE,4774.0,0,0.0,5024.0,4452.0,21:00:29,0,20211221
1640091630196319540,20211221,TA211,CZCE,4792.0,0,0.0,5070.0,4494.0,21:00:29,0,20211221
1640091630364407904,20211222,y2211,DCE,8090.0,73,5875620.0,8586.0,7466.0,21:00:30,114,20211222
1640091630365790504,20211222,y2209,DCE,8166.0,22,1794620.0,8672.0,7540.0,21:00:30,117,20211222
1640091630365856380,20211222,y2208,DCE,8244.0,112,9160900.0,8736.0,7596.0,21:00:29,957,20211222
1640091630368287672,20211222,y2207,DCE,8306.0,18,1492620.0,8796.0,7648.0,21:00:29,955,20211222
1640091630368429349,20211222,y2205,DCE,8400.0,6757,567333420.0,8890.0,7730.0,21:00:30,151,20211222
1640091630369603657,20211222,y2203,DCE,8604.0,12,1032580.0,9084.0,7896.0,21:00:30,75,20211222
1640091630369787310,20211222,y2201,DCE,8890.0,686,60960280.0,9410.0,8182.0,21:00:29,981,20211222
1640091630381017814,20211222,v2206,DCE,8395.0,20,839965.0,8994.0,7818.0,21:00:29,948,20211222
1640091630401610143,20211222,v2212,DCE,8231.0,0,0.0,8806.0,7654.0,21:00:29,768,20211222
1640091630401708451,20211222,v2211,DCE,8181.0,0,0.0,8753.0,7609.0,21:00:29,781,20211222
1640091630401778693,20211222,v2207,DCE,8443.0,0,0.0,8950.0,7780.0,21:00:29,900,20211222
1640091630401917229,20211222,v2204,DCE,8472.0,98,4155510.0,9078.0,7892.0,21:00:29,938,20211222
1640091630402083862,20211222,v2201,DCE,8514.0,319,13570970.0,9111.0,7919.0,21:00:29,938,20211222
1640091630402212099,20211222,v2202,DCE,8475.0,5324,225745590.0,9084.0,7896.0,21:00:30,4,20211222
1640091630402365933,20211222,v2203,DCE,8472.0,5271,223543170.0,9078.0,7892.0,21:00:29,938,20211222
